# wavelength_nm   slope_a   correlation_r
    679.0000  +7.18560987e-01  +9.77379040e-01
    681.0000  +7.28732413e-01  +9.79945434e-01
    683.0000  +6.85624388e-01  +9.71795791e-01
    685.0000  +8.12160423e-01  +9.90523404e-01
    687.0000  +7.31466384e-01  +9.80642946e-01
    689.0000  +6.94937634e-01  +9.74951797e-01
    691.0000  +7.31089881e-01  +9.82102164e-01
    693.0000  +7.31229512e-01  +9.80979555e-01
    695.0000  +7.54842005e-01  +9.85662857e-01
    697.0000  +7.24066727e-01  +9.80367187e-01
    699.0000  +7.38535218e-01  +9.83650265e-01
    701.0000  +8.56812837e-01  +9.94707610e-01
    703.0000  +7.72201755e-01  +9.87590912e-01
    705.0000  +7.39000940e-01  +9.83943318e-01
    707.0000  +7.84603804e-01  +9.90335326e-01
    709.0000  +7.94428919e-01  +9.91116822e-01
    711.0000  +7.33834036e-01  +9.84286709e-01
    713.0000  +8.35821782e-01  +9.94018140e-01
    715.0000  +8.48428708e-01  +9.95508377e-01
    717.0000  +7.99628682e-01  +9.91758797e-01
    719.0000  +9.71225758e-01  +9.99467509e-01
    721.0000  +8.42878758e-01  +9.95294514e-01
    723.0000  +7.82712926e-01  +9.90535926e-01
    725.0000  +7.64727707e-01  +9.89376628e-01
    727.0000  +7.72947169e-01  +9.90037560e-01
    729.0000  +9.05080596e-01  +9.98251339e-01
    731.0000  +8.11829268e-01  +9.93550607e-01
    733.0000  +8.07906661e-01  +9.93710890e-01
    735.0000  +7.83496002e-01  +9.91472689e-01
    737.0000  +7.55413092e-01  +9.89097266e-01
    739.0000  +8.80977145e-01  +9.97881127e-01
    741.0000  +9.86485070e-01  +9.99794494e-01
    743.0000  +8.40607048e-01  +9.96504025e-01
    745.0000  +8.15917124e-01  +9.95042491e-01
    747.0000  +7.74262911e-01  +9.92086739e-01
    749.0000  +8.02126574e-01  +9.94554140e-01
    751.0000  +7.94012064e-01  +9.94094912e-01
    753.0000  +7.67527160e-01  +9.92423184e-01
    755.0000  +7.39013678e-01  +9.89707852e-01
    757.0000  +7.75051205e-01  +9.93014364e-01
    759.0000  +7.88270835e-01  +9.94059879e-01
    761.0000  +7.82240865e-01  +9.93847512e-01
    763.0000  +7.63900467e-01  +9.92489211e-01
    765.0000  +7.33563784e-01  +9.90407789e-01
    767.0000  +9.00738285e-01  +9.99252841e-01
    769.0000  +7.32859761e-01  +9.90106142e-01
    771.0000  +8.13819962e-01  +9.96167803e-01
    773.0000  +7.86398215e-01  +9.95324108e-01
    775.0000  +8.40922224e-01  +9.97793630e-01
    777.0000  +6.89681573e-01  +9.86516141e-01
    779.0000  +7.39969902e-01  +9.92121571e-01
    781.0000  +7.31958313e-01  +9.91475402e-01
    783.0000  +7.83964453e-01  +9.95643294e-01
    785.0000  +7.77490568e-01  +9.95388778e-01
    787.0000  +7.16321772e-01  +9.89751251e-01
    789.0000  +7.38681814e-01  +9.91550613e-01
    791.0000  +8.14234214e-01  +9.96645881e-01
    793.0000  +8.72064542e-01  +9.98767667e-01
    795.0000  +8.90503013e-01  +9.99138924e-01
    797.0000  +7.59746844e-01  +9.93518509e-01
