# wavelength_nm   slope_a   correlation_r
    395.0000  +4.18314778e-01  +4.51179812e-01
    397.0000  -1.73501542e+00  -6.93065743e-01
    399.0000  +1.74955969e+00  +9.94859856e-01
    401.0000  +1.95238275e+00  +9.98428402e-01
    403.0000  +1.91972162e+00  +9.97573573e-01
    405.0000  +1.72442164e+00  +9.92083487e-01
    407.0000  +1.45681504e+00  +9.74064592e-01
    409.0000  +1.87194654e+00  +9.99733227e-01
    411.0000  +1.76600817e+00  +9.99876332e-01
    413.0000  +1.88876610e+00  +9.98159249e-01
    415.0000  +1.83014301e+00  +9.95759927e-01
    417.0000  +1.94567790e+00  +9.98084915e-01
    419.0000  +1.61621272e+00  +9.87989005e-01
    421.0000  +1.63639395e+00  +9.91102672e-01
    423.0000  +1.39826644e+00  +9.79411331e-01
    425.0000  +1.36825220e+00  +9.74739504e-01
    427.0000  +1.03285937e+00  +9.15291326e-01
    429.0000  +5.62237588e-01  +6.41357411e-01
    431.0000  -5.63704380e-01  -4.40956895e-01
    433.0000  +1.39095314e+00  +9.91061600e-01
    435.0000  +1.30193586e+00  +9.88043365e-01
    437.0000  +1.67453300e+00  +9.97146854e-01
    439.0000  +1.25295118e+00  +9.67365432e-01
    441.0000  +1.59584931e+00  +9.94274583e-01
    443.0000  +1.87458830e+00  +9.99668270e-01
    445.0000  +1.75094376e+00  +9.99466547e-01
    447.0000  +1.94960696e+00  +9.99100108e-01
    449.0000  +1.97062589e+00  +9.98618098e-01
    451.0000  +2.26841344e+00  +9.93102027e-01
    453.0000  +1.90041927e+00  +9.98956681e-01
    455.0000  +2.05672888e+00  +9.96927713e-01
    457.0000  +2.19096873e+00  +9.94029407e-01
    459.0000  +1.98648997e+00  +9.97227061e-01
    461.0000  +2.02163819e+00  +9.96499050e-01
    463.0000  +2.00379023e+00  +9.96861664e-01
    465.0000  +1.98438116e+00  +9.96790831e-01
    467.0000  +2.07941634e+00  +9.95075967e-01
    469.0000  +1.98460835e+00  +9.96174347e-01
    471.0000  +1.92008385e+00  +9.96841752e-01
    473.0000  +2.02589271e+00  +9.95330582e-01
    475.0000  +2.05613359e+00  +9.93771700e-01
    477.0000  +2.06318055e+00  +9.93326023e-01
    479.0000  +2.04509829e+00  +9.93335453e-01
    481.0000  +1.98882080e+00  +9.94450446e-01
    483.0000  +1.99999614e+00  +9.92809535e-01
    485.0000  +1.65340062e+00  +9.96025058e-01
    487.0000  +1.29417994e+00  +9.99729954e-01
    489.0000  +1.72586869e+00  +9.97189847e-01
    491.0000  +1.77679055e+00  +9.96851535e-01
    493.0000  +1.69591222e+00  +9.98343343e-01
    495.0000  +1.82253371e+00  +9.95826151e-01
    497.0000  +1.87962333e+00  +9.95002073e-01
    499.0000  +1.61989190e+00  +9.99262322e-01
    501.0000  +1.47196021e+00  +9.99892727e-01
    503.0000  +1.65563979e+00  +9.98656193e-01
    505.0000  +1.65244499e+00  +9.98714567e-01
    507.0000  +1.82968372e+00  +9.95494245e-01
    509.0000  +1.67123783e+00  +9.98655177e-01
    511.0000  +1.71203057e+00  +9.98003872e-01
    513.0000  +1.66125189e+00  +9.98838167e-01
    515.0000  +1.48387311e+00  +9.99944183e-01
    517.0000  +9.45003259e-01  +9.64324655e-01
    519.0000  +1.07709485e+00  +9.87658531e-01
    521.0000  +1.47048971e+00  +9.99947010e-01
    523.0000  +1.52079809e+00  +9.99380355e-01
    525.0000  +1.64895585e+00  +9.96864783e-01
    527.0000  +1.18033181e+00  +9.95279560e-01
    529.0000  +1.61524159e+00  +9.97075304e-01
    531.0000  +1.74979799e+00  +9.93390200e-01
    533.0000  +1.36929944e+00  +9.99967261e-01
    535.0000  +1.61928106e+00  +9.96176638e-01
    537.0000  +1.57737164e+00  +9.96881631e-01
    539.0000  +1.55252798e+00  +9.97423005e-01
    541.0000  +1.42366302e+00  +9.99450460e-01
    543.0000  +1.49949515e+00  +9.98427805e-01
    545.0000  +1.55730494e+00  +9.96559963e-01
    547.0000  +1.54715406e+00  +9.96811272e-01
    549.0000  +1.59568975e+00  +9.95821544e-01
    551.0000  +1.53799188e+00  +9.97071931e-01
    553.0000  +1.56179003e+00  +9.95917045e-01
    555.0000  +1.58547753e+00  +9.94797389e-01
    557.0000  +1.47515985e+00  +9.97209156e-01
    559.0000  +1.41508507e+00  +9.98578449e-01
    561.0000  +1.51110187e+00  +9.95816696e-01
    563.0000  +1.54044970e+00  +9.95549949e-01
    565.0000  +1.56649363e+00  +9.94797601e-01
    567.0000  +1.48874391e+00  +9.96630880e-01
    569.0000  +1.52070757e+00  +9.95046270e-01
    571.0000  +1.43985311e+00  +9.97285115e-01
    573.0000  +1.64445521e+00  +9.91032998e-01
    575.0000  +1.54500010e+00  +9.94034120e-01
    577.0000  +1.56491009e+00  +9.93018384e-01
    579.0000  +1.49482077e+00  +9.95438735e-01
    581.0000  +1.54937756e+00  +9.93163656e-01
    583.0000  +1.59465519e+00  +9.91038802e-01
    585.0000  +1.52085645e+00  +9.93477082e-01
    587.0000  +1.52689625e+00  +9.92852545e-01
    589.0000  +1.23329018e+00  +9.99731644e-01
    591.0000  +1.48367948e+00  +9.93982085e-01
    593.0000  +1.48897434e+00  +9.93633607e-01
    595.0000  +1.50040610e+00  +9.92964649e-01
    597.0000  +1.50745389e+00  +9.92401385e-01
    599.0000  +1.48239196e+00  +9.93095199e-01
    601.0000  +1.41555406e+00  +9.94932528e-01
    603.0000  +1.44081559e+00  +9.93760937e-01
    605.0000  +1.51376770e+00  +9.91414234e-01
    607.0000  +1.47258715e+00  +9.92345625e-01
    609.0000  +1.42170156e+00  +9.94555570e-01
    611.0000  +1.39172300e+00  +9.94994046e-01
    613.0000  +1.24744610e+00  +9.98465933e-01
    615.0000  +1.34881694e+00  +9.95872672e-01
    617.0000  +1.20377719e+00  +9.99109485e-01
    619.0000  +1.37816265e+00  +9.94573162e-01
    621.0000  +1.39337301e+00  +9.93732008e-01
    623.0000  +1.29474696e+00  +9.96827782e-01
    625.0000  +1.23353976e+00  +9.98379648e-01
    627.0000  +1.36114777e+00  +9.94667462e-01
    629.0000  +1.36713739e+00  +9.93960572e-01
    631.0000  +1.27327211e+00  +9.96586425e-01
    633.0000  +1.30049746e+00  +9.95898925e-01
    635.0000  +1.33087157e+00  +9.94923939e-01
    637.0000  +1.32106434e+00  +9.94969986e-01
    639.0000  +1.32273115e+00  +9.94503265e-01
    641.0000  +1.23571821e+00  +9.96809430e-01
    643.0000  +1.28629854e+00  +9.95445728e-01
    645.0000  +1.25478599e+00  +9.95732749e-01
    647.0000  +1.22557384e+00  +9.96469048e-01
    649.0000  +1.17598896e+00  +9.97550049e-01
    651.0000  +1.25165795e+00  +9.94535571e-01
    653.0000  +1.23289136e+00  +9.93725763e-01
    655.0000  +1.01604942e+00  +9.94467074e-01
    657.0000  +7.32631938e-01  +9.97289334e-01
    659.0000  +1.11559876e+00  +9.95527844e-01
    661.0000  +1.24641967e+00  +9.93766665e-01
    663.0000  +1.24431844e+00  +9.94601789e-01
    665.0000  +1.24605306e+00  +9.94556266e-01
    667.0000  +1.21132014e+00  +9.95846115e-01
    669.0000  +1.27562587e+00  +9.93116740e-01
    671.0000  +1.20566302e+00  +9.96119381e-01
    673.0000  +1.25293138e+00  +9.93938367e-01
    675.0000  +1.22173043e+00  +9.94962497e-01
    677.0000  +1.23281615e+00  +9.94495030e-01
    679.0000  +1.22554231e+00  +9.94713695e-01
    681.0000  +1.21175033e+00  +9.94971607e-01
    683.0000  +1.22870599e+00  +9.94118289e-01
    685.0000  +1.15077144e+00  +9.96722590e-01
    687.0000  +1.19696050e+00  +9.95058933e-01
    689.0000  +1.21379664e+00  +9.94287083e-01
    691.0000  +1.18433445e+00  +9.94928006e-01
    693.0000  +1.19243827e+00  +9.95127020e-01
    695.0000  +1.17192911e+00  +9.95315682e-01
    697.0000  +1.18766778e+00  +9.94903490e-01
    699.0000  +1.17813114e+00  +9.94978838e-01
    701.0000  +1.09834231e+00  +9.97652849e-01
    703.0000  +1.14643852e+00  +9.96009414e-01
    705.0000  +1.16108809e+00  +9.95278510e-01
    707.0000  +1.13277652e+00  +9.95935427e-01
    709.0000  +1.12074134e+00  +9.96257043e-01
    711.0000  +1.15504335e+00  +9.94679564e-01
    713.0000  +1.09240049e+00  +9.97143922e-01
    715.0000  +1.07910142e+00  +9.97207069e-01
    717.0000  +1.09985511e+00  +9.96469698e-01
    719.0000  +9.93491650e-01  +9.99276424e-01
